document,section,paragraph_sentence,sentence_text,positive_technical_claim,claim_id,evidence_dependency,state,permitted_scope,required_citation,proposed_correction,lint_status
thesis_v10,IV. 제안하는 FlipGuard,p462.s3,실행 가능한 후보가 없거나 SAFE를 확립하지 못하면 임의 선택 대신 NO_SAFE를 반환한다.,YES,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p462.s4,Selection 이후에는 candidate를 변경하지 않고 audit negative result도 그대로 보존한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p463.s2,"Main path는 graph와 decision contract에서 시작해 direct synthesis, bounded encrypted validation, failure-aware repair, certify/reject/NO_SAFE, literal lock, disjoint audit으로 이어진다.",NO,no_safe_behavior;scoped_direct_synthesis;adaptive_repair,no_safe;direct_confirmatory;direct_development;final_suite;direct_ablation,SUPPORTED,"one-candidate budget control and declared two-candidate finite domain | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p463.s3,Security-V2 bounded catalog는 evaluation-only side path이며 direct policy의 후보 생성 규칙에 관여하지 않는다.,YES,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p467.s5,"FlipGuard는 source raw digest, prepared raw digest, ordered-row digest, semantic digest, model digest를 모두 기록하고 각 layer의 기대 관계를 검증한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p469.s1,[그림 2] 구성 생성기와 FlipGuard 결정 안정성 판정 계층,YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p470.s2,후보 판정·직접 합성·제한적 보정,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p471.s1,Graph adapter는 모델 formula를 분석하여 direct synthesis에 필요한 정적 사실을 제공한다.,YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p472.s1,Direct synthesizer는 model name에 따른 lookup table로 literal을 선택하지 않는다.,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p472.s4,"Natural primary range에서는 minimum synthesis floor가 initial literal을 지배해 rho 변화가 initial literal을 바꾸지 않았으며, 이 사실은 결과와 limitation에 공개한다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p473.s2,"Policy는 graph contract schema, 지원 formula, scale trace version, primary rho=0.5, margin floor 0.001, minimum scale/prime floor, scale guard, first-prime guard, numerical repair +4 bits, level repair +1 Q prime, maximum additional level 2, static NTT-prime retry, maximum encrypted trials 4, error classifier, Security-V2 policy ID, scalar-replicated packing, required-slot rule, first-SAFE stopping과 NO_SAFE rule을 포함한다.",YES,formal_trial_reduction;no_safe_behavior;security_attestation;adaptive_repair,final_suite;bounded_oracle;no_safe;security_attestation;exact_estimator;direct_ablation;direct_confirmatory,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | one-candidate budget control and declared two-candidate finite domain | attested direct, catalog, reference, and latency-arm literals | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p474.s4,Required slot으로 최소 LogN을 정한 뒤 Q와 QP가 Security-V2 cap 안에 있는지 검사한다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p474.s5,정적 literal이 admission을 통과하지 못하면 formal candidate로 실행하지 않는다.,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p475.s1,FlipGuard는 선언된 graph adapter와 동결 정책 범위에서 computation graph와 threshold decision-integrity contract로부터 CKKS literal을 직접 합성했다.,YES,finite_scope_decision_integrity;scoped_direct_synthesis,direct_confirmatory;direct_development;margin_interpretation;no_safe;final_suite,PARTIALLY_SUPPORTED,"declared finite validation and locked-audit artifacts | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p475.s2,"직접 합성이라는 표현은 catalog profile을 이름으로 고르는 대신 exact Q/P와 scale을 계산한다는 뜻이며, 임의 graph 지원을 뜻하지 않는다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p482.s1,"Static analysis만으로 runtime의 실제 근사오차와 implementation behavior를 완전히 알 수 없으므로, 합성 literal을 configuration-validation artifact에서 실행한다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p482.s2,각 candidate trial은 새 키 3개를 사용한다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p482.s3,"실행 ledger는 key마다 plaintext score, CKKS score, absolute error, decision margin, budget, utilization ratio, decision, flip을 기록한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p483.s2,"Execution gate는 materialization, key generation, evaluation, decryption이 성공했는지 확인한다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p483.s3,Decision gate는 V_cert의 flip과 reserve-policy violation이 0인지 확인한다.,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p483.s4,"이 둘을 분리하면 level 부족으로 실행되지 않은 candidate를 수치 REJECT와 구별하고, repair classifier가 적절한 bounded action을 선택할 수 있다.",NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p484.s1,Initial candidate가 SAFE이면 즉시 선택한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p484.s2,"실패하면 error classifier가 원인을 numerical precision, level exhaustion, static NTT-prime incompatibility, non-repairable provenance/security failure로 구분한다.",NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p484.s3,Numerical repair는 scale 관련 prime budget을 +4 bits 조정한다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p484.s4,Level repair는 Q prime 1개를 추가하되 maximum additional level을 넘지 않는다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p485.s1,"Repair는 audit 결과를 보아 수행하지 않으며, validation에서도 최대 encrypted trial 4번과 사전 선언된 변화만 허용한다.",YES,formal_trial_reduction;adaptive_repair,final_suite;bounded_oracle;direct_ablation;direct_confirmatory,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances | predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p485.s2,Security admission을 매 trial 다시 확인하고 first SAFE에서 멈춘다.,YES,formal_trial_reduction;security_attestation,final_suite;bounded_oracle;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p485.s3,Repair budget 종료까지 SAFE가 없으면 NO_SAFE다.,NO,no_safe_behavior;adaptive_repair,no_safe;direct_ablation;direct_confirmatory,SUPPORTED,one-candidate budget control and declared two-candidate finite domain | predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p485.s4,Provenance mismatch나 inadmissible security는 repair 대상이 아니라 integrity block이다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p486.s1,"FlipGuard의 동결된 bounded repair는 선언된 개발 ablation에서 one-shot 실패 네 건을 SAFE 선택으로 전환했으며, 이는 보편적 repair 성공을 뜻하지 않는다.",YES,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p486.s2,"Repair의 의미는 실패를 무조건 성공으로 바꾸는 것이 아니라, 원인이 허용 class에 속할 때만 제한된 다음 literal을 생성하고 종료를 보장하는 데 있다.",NO,scoped_direct_synthesis;adaptive_repair,direct_confirmatory;direct_development;final_suite;direct_ablation,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p493.s1,candidate provider에서 후보를 수집하고 source·graph·model·policy identity를 검증한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p497.s1,"direct 후보만 numerical reject면 scale +4, level failure면 Q level +1을 적용한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p499.s1,첫 SAFE 또는 trial budget 소진 시 중단한다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p501.s1,SAFE 후보를 동일 측정 경계에서 비교해 최저 지연 후보를 고정한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p503.s1,disjoint audit에서 후보를 바꾸지 않고 다시 실행한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p504.s2,최종 선택·NO_SAFE·설정 고정 검증,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p505.s1,Candidate가 SAFE가 되면 더 큰 또는 더 빠른 candidate를 탐색하지 않고 즉시 literal을 잠근다.,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p505.s2,이 first-SAFE rule은 direct path를 fastest configuration search와 구분한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p505.s3,"합성 순서는 policy가 정한 보수 수준과 repair progression을 반영하므로, 선택 결과는 “검증된 후보 중 최소 latency”가 아니라 “동결 순서에서 처음으로 SAFE가 된 후보”다.",YES,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p505.s4,Latency 우월성은 selection 목적이 아니라 후속 paired evaluation에서 측정한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p506.s1,"사전동결 budget control은 40건 중 16건에서 NO_SAFE를, 선언된 finite-domain control은 50/50에서 NO_SAFE를 반환했다.",YES,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p506.s2,NO_SAFE는 해당 budget 또는 finite candidate domain에서 SAFE를 확립하지 못했다는 뜻이며 가능한 CKKS literal 전체의 부재를 뜻하지 않는다.,YES,no_safe_behavior;scoped_direct_synthesis,no_safe;direct_confirmatory;direct_development;final_suite,SUPPORTED,"one-candidate budget control and declared two-candidate finite domain | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p507.s1,"Selection 결과에는 candidate literal의 canonical JSON, SHA-256, graph/model/input/policy digest, binary digest, selection ledger를 결합한다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p507.s2,Locked audit runner는 이 selection artifact를 input으로 받고 synthesizer와 repair module을 호출할 수 없다.,NO,primary_no_retuning_locked_audit;adaptive_repair,direct_confirmatory;direct_development;direct_ablation,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions | predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p508.s2,"Primary에서는 confirmatory seeds 1--4의 40건이 40/40 PASS였고, development seed 0의 10건도 descriptive 결과에서 10/10 PASS였다.",YES,primary_no_retuning_locked_audit,direct_confirmatory;direct_development,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p508.s3,Structural mlp_square_poly3에서는 1건의 reserve-policy REJECT가 관측되었다.,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p510.s1,[그림 5] 선택과 설정 고정 최종 검증의 분리,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p511.s1,Bounded catalog side path는 11 profile과 2 path의 역사적 ledger를 Security-V2로 다시 필터링한다.,YES,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p511.s3,동일 workload-partition에서 admitted candidate 중 SAFE이며 latency가 가장 작은 것을 bounded-catalog arm으로 선택한다.,YES,paired_latency,paired_latency_admission;bounded_oracle,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p511.s4,Direct arm과 catalog arm은 source/model/split identity v2 검사를 통과해야 paired comparison에 들어간다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p512.s1,"Catalog의 목적은 direct synthesis가 유한 비교 집합 대비 candidate trial을 얼마나 줄였는지, 선택 literal의 latency가 bounded fastest-safe와 어떻게 다른지를 평가하는 것이다.",YES,formal_trial_reduction;scoped_direct_synthesis,final_suite;bounded_oracle;direct_confirmatory;direct_development,SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p512.s2,Catalog가 direct algorithm의 repair policy를 학습시키거나 audit 결과를 통해 바뀌지는 않는다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p513.s4,예를 들어 margin theorem과 rho=0.5의 의미는 기존 encrypted pack을 수정하지 않고 margin_utilization_interpretation_v1이 참조한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p514.s3,"잘못된 source, policy, security admission, 복구 불가능한 provenance 문제는 integrity block으로 처리한다.",NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p518.s1,"FlipGuard는 Go로 작성한 CKKS 실행·직접 합성 구성요소, Python으로 작성한 artifact 준비·분석·evidence builder·verifier, Bash suite orchestrator로 구성된다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p518.s2,암호화 실행은 Lattigo v6.2.0을 사용한다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p518.s3,"최종 confirmatory run manifest가 기록한 환경은 Go 1.25.9, Ubuntu 24.04.4 LTS, Linux x86-64 VMware 가상 환경, 약 16 GB 메모리다.",NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p519.s3,"둘째, synthesis and execution layer는 graph fact를 literal로 변환하고 Lattigo object를 생성해 candidate를 실행한다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p519.s4,"셋째, assurance layer는 security, decision certificate, repair, locked replay를 수행한다.",NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p524.s1,Ubuntu 24.04 LTS on VMware Workstation,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p526.s1,"Go 1.24, Python 3.11",NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p527.s1,CKKS library,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p528.s1,Lattigo v6.2.0,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p548.s1,internal/ckksplanner,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p550.s1,candidate literal,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p552.s1,"margin, V_cert/V_amb, SAFE/REJECTED",NO,direct_repeat_flip_classification,,SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p554.s1,internal/ckksbackend,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p555.s1,"Lattigo context, encrypt/evaluate/decrypt, timing",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p570.s4,"Non-tabular adapter는 BSDS500에서 추출한 Sobel patch, Harris window, MNIST 0-vs-1 CNN-lite graph를 scalar-replicated 방식으로 실행한다 [19, 18].",NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,"[19, 18]",,PASS
thesis_v10,V. FlipGuard 구현,p571.s2,새로운 operation support는 adapter version을 추가하는 방식으로 구현되며 Direct Policy V2의 scale/repair 상수를 바꾸지 않는다.,NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p571.s3,이 구조 때문에 structural 및 non-tabular holdout 결과를 본 뒤 primary policy를 retune하지 않고도 지원 범위를 확장할 수 있었다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p572.s1,Synthesizer output은 symbolic profile이 아니라 exact literal이다.,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p572.s3,"Materializer는 Lattigo parameter literal을 생성한 뒤 실제 LogQ, LogP, LogQP를 다시 계산한다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p573.s1,Catalog candidate도 같은 literal schema로 정규화한다.,YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p573.s2,Profile과 path mapping은 candidate identity에 포함되고 Security-V2 excluded 여부가 표시된다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p573.s3,Reference candidate deep_chain_8_scale45rescale_aware 역시 security admission과 decision certificate를 workload별로 별도 기록한다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p573.s4,"Security PASS만으로 SAFE reference라 부르지 않으며, formal safe-to-safe comparison에는 decision SAFE인 row만 허용한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p575.s1,"# Direct selection
scripts/run_thesis_final_confirmatory_suite.sh --resume

# Individual CLI flow
go run ./cmd/flipguard-synthesize --model model.json --validation validation.csv
go run ./cmd/flipguard-audit --selection selected.json --audit locked_audit.csv

# Evidence verification
python3 docs/evidence/<pack>/verify_*.py",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p582.s1,"literal, contract, plan",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p584.s1,"validation, bounded repair, first SAFE",NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p599.s1,"Candidate runner는 parameter literal로 context, encoder, encryptor, decryptor, evaluator와 evaluation key를 생성한다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p599.s3,각 trial은 독립된 fresh key material로 3번 반복한다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p599.s4,이 반복은 같은 model artifact의 독립 학습을 의미하지 않으며 encryption randomness와 key material 변화에 대한 관측이다.,NO,training_model_seed_extension,training_seed,PARTIALLY_SUPPORTED,3 datasets x 3 predeclared independent training/data seeds,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p600.s1,Execution ledger는 candidate trial과 key run을 분리한다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p600.s2,"Sample row에는 source row ID, key repeat, plaintext score, CKKS score, absolute error, threshold, margin, budget, utilization, decisions, flip과 violation을 저장한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p601.s2,"Ciphertext-Q admission은 LogQ를 cap과 비교하고, evaluation-key-QP admission은 LogQP를 비교한다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p601.s3,Candidate가 실제로 evaluation key를 필요로 하면 두 검사 모두 PASS여야 final admission이 PASS다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,V. FlipGuard 구현,p602.s1,"Static re-attestation은 direct-selected 50개 row, distinct direct literal, catalog 11 profile, profile/path identity, reference, latency arm을 machine-readable CSV/JSON으로 재생했다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p602.s2,Catalog의 4개 profile은 Security-V2에서 제외되었고 7개만 formal comparison에 남았다.,NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
